index,smiles,name,opsin_smiles,std_original,std_opsin
14,CC(=O)OC1Oc2ccc(C)cc2-c2oc(=O)c([Se]c3ccccc3)cc21,"(9-methyl-2-oxo-3-phenylselanyl-5H-pyrano[3,2-c]chromen-5-yl)acetate",CC1=CC=2C3=C(C(OC2C=C1)CC(=O)[O-])C=C(C(O3)=O)[Se]C3=CC=CC=C3,CC(=O)OC1Oc2ccc(C)cc2-c2oc(=O)c([Se]c3ccccc3)cc21,Cc1ccc2c(c1)-c1oc(=O)c([Se]c3ccccc3)cc1C(CC(=O)O)O2
16,CCCCCNC(=O)[C@H](Cc1ccc(/C=C(\C(=O)O)C(O)O)cc1)NC(=O)CCC(=O)O,(E)-3-[4-[(2S)-2-(3-carboxypropanoylamino)-3-oxo-3-(pentylamino)propyl]phenyl]-2-(dihydroxymethyl)prop-2-enoicacid,C(=O)(O)CCC(=O)N[C@@H](CC1=CC=C(C=C1)/C=C(/C(=O)O)\C(O)O)C(NCCCCC)=O,CCCCCNC(=O)C(Cc1ccc(/C=C(\C(=O)O)C(O)O)cc1)NC(=O)CCC(=O)O,CCCCCNC(=O)C(Cc1ccc(/C=C(/C(=O)O)C(O)O)cc1)NC(=O)CCC(=O)O
24,CS(=O)(=O)OC[C@]1(c2ccccn2)CCNC[C@@H]1O,"[(3R,4R)-3-hydroxy-4-pyridin-2-ylpiperidin-4-yl]methylmethanesulfonate",O[C@H]1CNCC[C@]1(C1=NC=CC=C1)CCS(=O)(=O)[O-],CS(=O)(=O)OC[C@]1(c2ccccn2)CCNC[C@@H]1O,O=S(=O)(O)CC[C@@]1(c2ccccn2)CCNC[C@@H]1O
30,CN(C)c1cccc(N(OC(=O)C(F)(F)F)C(=O)c2ccc(OC/C(=C\F)CN)cc2)c1,"[N-[4-[(Z)-2-(aminomethyl)-3-fluoroprop-2-enoxy]benzoyl]-3-(dimethylamino)anilino]2,2,2-trifluoroacetate",,CN(C)c1cccc(N(OC(=O)C(F)(F)F)C(=O)c2ccc(OC/C(=C\F)CN)cc2)c1,
42,C=NOC(=O)[C@H](N)C(C)C,(methylideneamino)(2R)-2-amino-3-methylbutanoate,C=N[C@@](C(=O)[O-])(C(C)C)N,C=NOC(=O)C(N)C(C)C,C=N[C@@](N)(C(=O)O)C(C)C
85,CNC(=O)ON=C(n1cncn1)C(C)(C)C,"[[2,2-dimethyl-1-(1,2,4-triazol-1-yl)propylidene]amino]N-methylcarbamate",CC(C(N1N=CN=C1)=NN(C([O-])=O)C)(C)C,CNC(=O)ON=C(n1cncn1)C(C)(C)C,CN(N=C(n1cncn1)C(C)(C)C)C(=O)O
275,c1ccc(-n2c3ccccc3c3c4c5cccnc5n5c6ccncc6nc5c4ccc32)cc1,"25-phenyl-3,6,10,12-tetrazaheptacyclo[15.11.0.02,10.04,9.011,16.018,26.019,24]octacosa-1(17),2,4(9),5,7,11(16),12,14,18(26),19,21,23,27-tridecaene",C1(=CC=CC=C1)C1C2=CC=CC=C2C=2C=3C=4C=CC=NC4N4C=5C=CN=CC5N=C4C3C=CC12,c1ccc(-n2c3ccccc3c3c4c5cccnc5n5c6ccncc6nc5c4ccc32)cc1,c1ccc(C2c3ccccc3-c3c2ccc2c3c3cccnc3n3c4ccncc4nc23)cc1
286,CCOC(=O)CC(=O)OC1(C#Cc2cccc(C(F)(F)F)c2)CCCCC1,1-O-ethyl3-O-[1-[2-[3-(trifluoromethyl)phenyl]ethynyl]cyclohexyl]propanedioate,,CCOC(=O)CC(=O)OC1(C#Cc2cccc(C(F)(F)F)c2)CCCCC1,
475,CC(=O)c1cccc(CN(CCN(C)C)C[C@@H]2CCCN(Cc3ccccc3F)C2)c1,1-[3-[[2-(dimethylamino)ethyl-[[(3S)-1-[(2-fluorophenyl)methyl]piperidin-3-yl]methyl]amino]methyl]phenyl]ethanone,CN(CCN(C[C@@H]1CN(CCC1)CC1=C(C=CC=C1)F)CC=1C=C(C=CC1)C(C)=O)C,CC(=O)c1cccc(CN(CCN(C)C)C[C@@H]2CCCN(Cc3ccccc3F)C2)c1,CC(=O)c1cccc(CN(CCN(C)C)C[C@H]2CCCN(Cc3ccccc3F)C2)c1
563,CCCC(CO)(CO)COCCC(CC)(CO)CO,"2-[2-[3,3-bis(hydroxymethyl)pentoxy]ethyl]-2-propylpropane-1,3-diol",OCC(CCOCCC(CO)(CO)CCC)(CC)CO,CCCC(CO)(CO)COCCC(CC)(CO)CO,CCCC(CO)(CO)CCOCCC(CC)(CO)CO
620,CC(C)(C)OC(=O)OCCOC(=O)OC(C)(C)C,tert-butyl2-[(2-methylpropan-2-yl)oxycarbonyloxy]ethylcarbonate,,CC(C)(C)OC(=O)OCCOC(=O)OC(C)(C)C,
671,COC(=O)C1C(=O)C2=C(CC1C)NC(C)=C(C(=O)OC1CCCC1)C2c1ccc(C)c([N+](=O)[O-])c1,"3-O-cyclopentyl6-O-methyl2,7-dimethyl-4-(4-methyl-3-nitrophenyl)-5-oxo-4,6,7,8-tetrahydro-1H-quinoline-3,6-dicarboxylate",,COC(=O)C1C(=O)C2=C(CC1C)N=C(C)C(C(=O)OC1CCCC1)C2c1ccc(C)c([N+](=O)[O-])c1,
673,CS/C(N)=N/N=C\c1ccccc1[N+](=O)[O-],methylN'-[(Z)-(2-nitrophenyl)methylideneamino]carbamimidothioate,CSC(N)=N\N=C/C1=C(C=CC=C1)[N+](=O)[O-],CSC(=N)NN=Cc1ccccc1[N+](=O)[O-],CSC(=N)N/N=C\c1ccccc1[N+](=O)[O-]
707,N#CC1=C(N)O[C@]23N=CN[C@]12C(=O)c1ccccc13,"(1S,9S)-14-amino-8-oxo-13-oxa-10,12-diazatetracyclo[7.3.3.01,9.02,7]pentadeca-2,4,6,11,14-pentaene-15-carbonitrile",NC=1O[C@@]23C4=CC=CC=C4C([C@]2(NC=N3)C1C#N)=O,N#CC1C(=N)O[C@]23N=CN[C@]12C(=O)c1ccccc13,N#CC1C(=N)O[C@]23N=CN[C@@]12C(=O)c1ccccc13
788,CC(C)[C@H](Oc1ccccc1)[C@@H](C)OC(=O)[C@@H](C)CC(=O)OC(C)(C)C,"4-O-tert-butyl1-O-[(2R,3S)-4-methyl-3-phenoxypentan-2-yl](2S)-2-methylbutanedioate",,CC(CC(=O)OC(C)(C)C)C(=O)O[C@H](C)[C@@H](Oc1ccccc1)C(C)C,
891,CS(=O)(=O)OCCc1ccc(Nc2cc3c(cn2)CC(c2ccccc2)c2ccccc2-3)cc1,"2-[4-[(6-phenyl-5,6-dihydrobenzo[f]isoquinolin-2-yl)amino]phenyl]ethylmethanesulfonate",C1(=CC=CC=C1)C1C2=C(C=3C=C(N=CC3C1)NC1=CC=C(C=C1)CCCS(=O)(=O)[O-])C=CC=C2,CS(=O)(=O)OCCc1ccc(Nc2cc3c(cn2)CC(c2ccccc2)c2ccccc2-3)cc1,O=S(=O)(O)CCCc1ccc(Nc2cc3c(cn2)CC(c2ccccc2)c2ccccc2-3)cc1
909,CC(=O)SCCC#Cc1cc(N)ccc1C(F)(F)F,S-[4-[5-amino-2-(trifluoromethyl)phenyl]but-3-ynyl]ethanethioate,NC=1C=CC(=C(C1)C#CCCS=C(C)[O-])C(F)(F)F,CC(=O)SCCC#Cc1cc(N)ccc1C(F)(F)F,CC(=O)[SH2]CCC#Cc1cc(N)ccc1C(F)(F)F
956,Cn1ncc(Cl)c1CC(=O)ON1C(=O)c2ccccc2C1=O,"(1,3-dioxoisoindol-2-yl)2-(4-chloro-2-methylpyrazol-3-yl)acetate",O=C1N(C(C2=CC=CC=C12)=O)C(C(=O)[O-])C=1N(N=CC1Cl)C,Cn1ncc(Cl)c1CC(=O)ON1C(=O)c2ccccc2C1=O,Cn1ncc(Cl)c1C(C(=O)O)N1C(=O)c2ccccc2C1=O
997,CC(=O)Oc1c(N2CCCC2=O)oc(-c2ccc3ccccc3c2)c1O,[4-hydroxy-5-naphthalen-2-yl-2-(2-oxopyrrolidin-1-yl)furan-3-yl]acetate,OC=1C(=C(OC1C1=CC2=CC=CC=C2C=C1)N1C(CCC1)=O)CC(=O)[O-],CC(=O)Oc1c(N2CCCC2=O)oc(-c2ccc3ccccc3c2)c1O,O=C(O)Cc1c(N2CCCC2=O)oc(-c2ccc3ccccc3c2)c1O
1010,Cc1cccc(COC(N)=O)c1,(3-methylphenyl)methylcarbamate,CC=1C=C(C=CC1)CNC([O-])=O,Cc1cccc(COC(N)=O)c1,Cc1cccc(CNC(=O)O)c1
1046,CC(=O)OC1CN(Cc2ccccc2)CC1N1CCN(Sc2ccccc2-c2ccccc2)CC1,[1-benzyl-4-[4-(2-phenylphenyl)sulfanylpiperazin-1-yl]pyrrolidin-3-yl]acetate,C(C1=CC=CC=C1)N1CC(C(C1)N1CCN(CC1)SC1=C(C=CC=C1)C1=CC=CC=C1)CC(=O)[O-],CC(=O)OC1CN(Cc2ccccc2)CC1N1CCN(Sc2ccccc2-c2ccccc2)CC1,O=C(O)CC1CN(Cc2ccccc2)CC1N1CCN(Sc2ccccc2-c2ccccc2)CC1
1110,S=C(SCc1ccccc1)[Se]Cc1ccccc1,benzylbenzylselanylmethanethione,C(C1=CC=CC=C1)C(=S)[Se]CC1=CC=CC=C1,S=C(SCc1ccccc1)[Se]Cc1ccccc1,S=C(Cc1ccccc1)[Se]Cc1ccccc1
1118,Cc1c(O)c(O)c(O)c2c1C(=O)c1c(O)cc(O)cc1C2,"1,2,3,5,7-pentahydroxy-4-methyl-10H-anthracen-9-one",OC1=C(C(=C(C=2CC3=C(C=C(C=C3C(C12)=O)O)O)C)O)O,Cc1c(O)c(O)c(O)c2cc3cc(O)cc(O)c3c(O)c12,Cc1c(O)c(O)c(O)c2c(O)c3cc(O)cc(O)c3cc12
1119,CCCCCCCCCCCCCCC(C(=O)OC)=C(O)C(=O)OCC,1-O-ethyl4-O-methyl2-hydroxy-3-tetradecylbut-2-enedioate,,CCCCCCCCCCCCCCC(C(=O)OC)C(=O)C(=O)OCC,
1213,CCOC(=O)Oc1[nH]c2cc(OCc3ccccc3)ccc2c1-c1ccc2c(c1)OCO2,"[3-(1,3-benzodioxol-5-yl)-6-phenylmethoxy-1H-indol-2-yl]ethylcarbonate",O1COC2=C1C=CC(=C2)C2=C(NC1=CC(=CC=C21)OCC2=CC=CC=C2)CCOC([O-])=O,CCOC(=O)Oc1[nH]c2cc(OCc3ccccc3)ccc2c1-c1ccc2c(c1)OCO2,O=C(O)OCCc1[nH]c2cc(OCc3ccccc3)ccc2c1-c1ccc2c(c1)OCO2
1216,Cc1ncc(C(=O)S)cn1,2-methylpyrimidine-5-carbothioicS-acid,,Cc1ncc(C(=O)S)cn1,
1254,O=c1/c(=C/c2ccc(Oc3ccc(Cl)cc3)cc2Cl)sc2nc3ccccc3n12,"(2Z)-2-[[2-chloro-4-(4-chlorophenoxy)phenyl]methylidene]-[1,3]thiazolo[3,2-a]benzimidazol-1-one",ClC1=C(C=CC(=C1)OC1=CC=C(C=C1)Cl)\C=C/1\CN2C(=NC3=C2C=CC=C3)S1=O,O=c1/c(=C/c2ccc(Oc3ccc(Cl)cc3)cc2Cl)sc2nc3ccccc3n12,[O-][S+]1/C(=C\c2ccc(Oc3ccc(Cl)cc3)cc2Cl)Cn2c1nc1ccccc12
1363,CC(C)(C1=N[C@H]2c3ccccc3C[C@H]2O1)c1ccccc1P(c1ccccc1)c1ccccc1,"[2-[2-[(3aR,8bS)-4,8b-dihydro-3aH-indeno[1,2-d][1,3]oxazol-2-yl]propan-2-yl]phenyl]-diphenylphosphane",,CC(C)(C1=N[C@H]2c3ccccc3C[C@H]2O1)c1ccccc1P(c1ccccc1)c1ccccc1,
1369,CC(O)C(=O)OP(C)C,dimethylphosphanyl2-hydroxypropanoate,CP(C)C(C(=O)[O-])(C)O,CC(O)C(=O)OP(C)C,CP(C)C(C)(O)C(=O)O
1463,CCCCCCCCOc1ccccc1OP(OCl)OCl,dichloro(2-octoxyphenyl)phosphite,ClC1=C(C(=C(C=C1)P([O-])([O-])[O-])OCCCCCCCC)Cl,CCCCCCCCOc1ccccc1OP(OCl)OCl,CCCCCCCCOc1c([PH](O)(O)O)ccc(Cl)c1Cl
1601,CCC(C)Cc1ccc(C(C)C(=O)ON2C(=O)CCC2=O)cc1,"(2,5-dioxopyrrolidin-1-yl)2-[4-(2-methylbutyl)phenyl]propanoate",O=C1N(C(CC1)=O)C(C(=O)[O-])(C)C1=CC=C(C=C1)CC(CC)C,CCC(C)Cc1ccc(C(C)C(=O)On2c(O)ccc2O)cc1,CCC(C)Cc1ccc(C(C)(C(=O)O)n2c(O)ccc2O)cc1
1644,CC(/C=C/[C@@H]1C(C)(C)[C@H](O)CC[C@]1(C)O)=C\[C@H](O)[C@]12O[C@H]1[C@H](O)C(CO)=C[C@@H]2O,"(1S,2S,5R,6S)-1-[(1S,2E,4E)-5-[(1R,3R,6S)-3,6-dihydroxy-2,2,6-trimethylcyclohexyl]-1-hydroxy-3-methylpenta-2,4-dienyl]-4-(hydroxymethyl)-7-oxabicyclo[4.1.0]hept-3-ene-2,5-diol",O[C@H]1C([C@H]([C@@](CC1)(C)O)/C=C/C(=C/[C@H](O)[C@@]12[C@H](C=C([C@H]([C@@H]2O1)O)CO)O)/C)(C)C,CC(/C=C/[C@@H]1C(C)(C)[C@H](O)CC[C@]1(C)O)=C\[C@H](O)[C@]12O[C@H]1[C@H](O)C(CO)=C[C@@H]2O,CC(/C=C/[C@@H]1C(C)(C)[C@H](O)CC[C@]1(C)O)=C\[C@H](O)[C@@]12O[C@H]1[C@H](O)C(CO)=C[C@@H]2O
