index,smiles,name,opsin_smiles,std_original,std_opsin
348,CC(C)CNC(=O)C[C@@H]1CC2(CCN(C(=O)C3CCOCC3)CC2)Oc2ccccc21,"2-((4S)-3,4-dihydrospiro[2H-1-benzopyrane-2,4'-(1-(1-azacyclohexan-1-yl)-1-(oxan-4-yl)methanone)]-4-yl)-N-(2-methylpropyl)acetamide",,CC(C)CNC(=O)C[C@@H]1CC2(CCN(C(=O)C3CCOCC3)CC2)Oc2ccccc21,
488,CC(C)C(C)NC(=O)CN1CCC2(CC1)Cn1nc(C(=O)N(C)C)cc1CO2,"2-(N,N-dimethyl-3'-oxa-6',7'-diazaspiro[piperidine-4,4'-bicyclo[4.3.0]nona-1(9),7-diene-8-carboxamide]-1-yl)-N-(3-methylbutan-2-yl)acetamide",,CC(C)C(C)NC(=O)CN1CCC2(CC1)Cn1nc(C(=O)N(C)C)cc1CO2,
622,Cn1c2c(c(=O)n(C)c1=O)C1(C(=O)N2)/C(=C(\O)c2ccc(Cl)cc2)C(=O)C(=O)N1CCO,"2,4-dimethylspiro[2,4,9-triazabicyclo[4.3.0]non-1(6)-ene-7,2'-((3E)-3-((4-chlorophenyl)(hydroxy)methylidene)-1-(2-hydroxyethyl)-1-azacyclopentane-4,5-dione)]-3,5,8-trione",,Cn1c2c(c(=O)n(C)c1=O)C1(C(=O)N2)C(C(=O)c2ccc(Cl)cc2)C(=O)C(=O)N1CCO,
673,CS/C(N)=N/N=C\c1ccccc1[N+](=O)[O-],,,CSC(=N)NN=Cc1ccccc1[N+](=O)[O-],
920,C[C@H]1[C@H](O)CN1c1nc(-c2ccc3c(c2)CC[C@]32COCC(=O)N2)c2c(n1)C(F)(F)CC2,"(5R)-spiro[morpholine-5,7'-(2S,3R)-1-(9,9-difluoro-5-((7R)-bicyclo[4.3.0]nona-1(6),2,4-trien-3-yl)-2,4-diazabicyclo[4.3.0]nona-1,3,5-trien-3-yl)-2-methylazetidin-3-ol]-3-one",,C[C@H]1[C@H](O)CN1c1nc(-c2ccc3c(c2)CC[C@]32COCC(=O)N2)c2c(n1)C(F)(F)CC2,
1643,COC(=O)[C@@H](NC(=O)CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)C(C)C,,,COC(=O)C(NC(=O)CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)C(C)C,
2191,COc1ccc(N(CC(=O)N[C@H](C)C(C)C)S(=O)(=O)c2ccccc2)cc1OC,"2-(N-3,4-dimethoxyphenylbenzenesulfonamido)-N-((2R)-3-methylbutan-2-yl)acetamide",,COc1ccc(N(CC(=O)N[C@H](C)C(C)C)S(=O)(=O)c2ccccc2)cc1OC,
2916,Cn1nc(-c2ccccc2)c(=N[N-]c2ccc([N+](=O)[O-])cc2)c2n[n+]3ccccc3nc21,"11-methyl-13-phenyl-2,3,9,11,12-pentaazatricyclo[8.4.0.0^{3,8}]tetradeca-1,3,5,7,9,12-hexaen-3-ium-14-one (4-nitrophenyl)hydrazone",[N+](=O)([O-])C1=CC=C(C=C1)NN=C1C(=NN(C2=NC3=CC=CC=[N+]3N=C12)C)C1=CC=CC=C1,Cn1nc(-c2ccccc2)c(=N[N-]c2ccc([N+](=O)[O-])cc2)c2n[n+]3ccccc3nc21,Cn1nc(-c2ccccc2)c(=NNc2ccc([N+](=O)[O-])cc2)c2n[n+]3ccccc3nc21
3006,CC(C)O[C@H]1CCC2Oc3ccc(-c4cncc(Cl)c4)cc3C3(COC(N)=N3)C2C1,"3'-chloro-5'-(((6S)-6-isopropoxy-2-oxa)-4,5-dihydrospiro[1,3-oxazole-4,9'-tricyclo[8.4.0.0^{3,8}]tetradeca-1(10),11,13-trien-12-yl)pyridine]-2-amine",,CC(C)O[C@H]1CCC2Oc3ccc(-c4cncc(Cl)c4)cc3C3(COC(=N)N3)C2C1,
3029,COc1cccc2c1CCC(C)/C2=C\C(=O)O,(2E)-2-(5-methoxy-2-methylnaphthalen-1-ylidene)acetic acid,COC1=C2C=CC(/C(/C2=CC=C1)=C\C(=O)O)C,COc1cccc2c1CCC(C)/C2=C\C(=O)O,COc1cccc2c1C=CC(C)/C2=C\C(=O)O
