index,smiles,name,opsin_smiles,std_original,std_opsin
109,c1ccc(COC[C@@H]2OC3(C[C@H]4C[C@H]5O[C@H]5[C@H]4C3)O[C@H]2COCc2ccccc2)cc1,"(1'S,2'S,4S,4'R,6'R,9S)-4,5-bis(phenylmethoxymethyl)spiro[1,3-dioxolane-2,8'-3-oxatricyclo[4.3.0.02,4]nonane]",,c1ccc(COC[C@@H]2OC3(C[C@H]4C[C@H]5O[C@H]5[C@H]4C3)O[C@H]2COCc2ccccc2)cc1,
146,CC(C)(C)[Si@H](OCc1ccc(CO[Si@H](c2ccccc2)C(C)(C)C)cc1)c1ccccc1,tert-butyl-[[4-[[tert-butyl(phenyl)silyl]oxymethyl]phenyl]methoxy]-phenylsilane,C(C)(C)(C)[SiH](C1=CC=CC=C1)OCC1=CC=C(C=C1)CO[SiH](C1=CC=CC=C1)C(C)(C)C,CC(C)(C)[Si@H](OCc1ccc(CO[Si@H](c2ccccc2)C(C)(C)C)cc1)c1ccccc1,CC(C)(C)[SiH](OCc1ccc(CO[SiH](c2ccccc2)C(C)(C)C)cc1)c1ccccc1
198,C[C@H]1[C@H](C(=O)N2C(=O)OC[C@@]34O[C@H]5COC(C)(C)O[C@H]5[C@@]23OC(C)(C)O4)[C@@H]2C=C[C@H]1C2,"(1R,2R,7S,9S)-4,4,15,15-tetramethyl-13-[(1S,2S,3R,4R)-3-methylbicyclo[2.2.1]hept-5-ene-2-carbonyl]-3,5,8,11,14,16-hexaoxa-13-azatetracyclo[7.4.3.01,9.02,7]hexadecan-12-one",CC1(O[C@H]2[C@@]34[C@](O[C@H]2CO1)(COC(N3C(=O)[C@@H]3[C@@H]1C=C[C@H]([C@H]3C)C1)=O)OC(O4)(C)C)C,C[C@H]1C(C(=O)N2C(=O)OC[C@@]34O[C@H]5COC(C)(C)O[C@H]5[C@@]23OC(C)(C)O4)[C@@H]2C=C[C@H]1C2,C[C@H]1C(C(=O)N2C(=O)OC[C@@]34O[C@H]5COC(C)(C)O[C@H]5[C@]23OC(C)(C)O4)[C@@H]2C=C[C@H]1C2
205,CCCCC(CCC)OP(=O)(O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,"(2,5-dioxo-4,4-diphenylimidazolidin-1-yl)methyloctan-4-ylhydrogenphosphate",O=C1N(C(C(N1)(C1=CC=CC=C1)C1=CC=CC=C1)=O)CCCCC(CCCC)OP(=O)([O-])[O-],CCCCC(CCC)OP(=O)(O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,CCCCC(CCCCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O)OP(=O)(O)O
225,CC1(C)CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCCC(C)(C)[C@@H]5CC[C@]43C)[C@H]2C1,"(4aS,6aR,6aR,6bR,8aR,12aR,14aR,14bS)-4,4,6a,6b,8a,11,11,14b-octamethyl-1,2,3,4a,5,6,6a,7,8,9,10,12,12a,13,14,14a-hexadecahydropicene",,CC1(C)CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCCC(C)(C)[C@@H]5CC[C@]43C)[C@H]2C1,
298,CC(C)CCCCCCCCOC(=O)C1CCC(C(=O)OCCC(C)C)CC1,"4-O-(3-methylbutyl)1-O-(9-methyldecyl)cyclohexane-1,4-dicarboxylate",,CC(C)CCCCCCCCOC(=O)C1CCC(C(=O)OCCC(C)C)CC1,
532,Clc1cccnc1NC1CCN2CCCC12,"N-(3-chloropyridin-2-yl)-2,3,5,6,7,8-hexahydro-1H-pyrrolizin-1-amine",,Clc1cccnc1NC1CCN2CCCC12,
549,Cc1cc(/C=C/c2cc(C(=O)Sc3ccccc3)cc3ncccc23)cc(C)c1O,"S-phenyl5-[(E)-2-(4-hydroxy-3,5-dimethylphenyl)ethenyl]quinoline-7-carbothioate",C1(=CC=CC=C1)S=C([O-])C1=CC(=C2C=CC=NC2=C1)\C=C\C1=CC(=C(C(=C1)C)O)C,Cc1cc(C=Cc2cc(C(=O)Sc3ccccc3)cc3ncccc23)cc(C)c1O,Cc1cc(C=Cc2cc(C(=O)[SH2]c3ccccc3)cc3ncccc23)cc(C)c1O
550,CC=CC#CC#CC=CCOC(C)=O,"deca-2,8-dien-4,6-diynylacetate",C(C=CC#CC#CC=CC)CC(=O)[O-],CC=CC#CC#CC=CCOC(C)=O,CC=CC#CC#CC=CCCC(=O)O
567,CC(=O)Oc1cccnc1S(C)(=O)=O,(2-methylsulfonylpyridin-3-yl)acetate,CS(=O)(=O)C1=NC=CC=C1CC(=O)[O-],CC(=O)Oc1cccnc1S(C)(=O)=O,CS(=O)(=O)c1ncccc1CC(=O)O
686,CC(=O)Oc1cc2c(c(OC(C)C)c1C(C)=O)C=CC(C)(C)O2,"(6-acetyl-2,2-dimethyl-5-propan-2-yloxychromen-7-yl)acetate",C(C)(=O)C=1C(=C2C=CC(OC2=CC1CC(=O)[O-])(C)C)OC(C)C,CC(=O)Oc1cc2c(c(OC(C)C)c1C(C)=O)C=CC(C)(C)O2,CC(=O)c1c(CC(=O)O)cc2c(c1OC(C)C)C=CC(C)(C)O2
709,O=C1C[C@H](c2ccccc2)n2c1cc1ccccc12,"(1R)-1-phenyl-1,2-dihydropyrrolo[1,2-a]indol-3-one",C1(=CC=CC=C1)[C@H]1CC(N2C1=CC=1C=CC=CC21)=O,O=C1C[C@H](c2ccccc2)n2c1cc1ccccc12,O=C1C[C@H](c2ccccc2)c2cc3ccccc3n21
743,CC1(C)CC2CC1C1C3CC(C21)C1C2CC(C4CC=CC42)C31,"6,6-dimethylheptacyclo[9.7.1.13,9.15,8.02,10.04,7.012,16]henicos-14-ene",CC1(C2C3C4C5C6CCC7C=CCC7C(C5C(C(C13)C2)C4)C6)C,CC1(C)CC2CC1C1C3CC(C21)C1C2CC(C4CC=CC42)C31,CC1(C)C2CC3C4CC(C5C6CCC7C=CCC7C(C6)C45)C2C31
783,Cn1nc(COS(C)(=O)=O)c2ccccc21,(1-methylindazol-3-yl)methylmethanesulfonate,CN1N=C(C2=CC=CC=C12)CCS(=O)(=O)[O-],Cn1nc(COS(C)(=O)=O)c2ccccc21,Cn1nc(CCS(=O)(=O)O)c2ccccc21
853,CC(C)c1ccc2sc3c4c(ccc3c(=O)c2c1)C(=O)N(OS(C)(=O)=O)C4=O,"(1,3,6-trioxo-8-propan-2-ylthiochromeno[2,3-e]isoindol-2-yl)methanesulfonate",O=C1N(C(C=2C=CC3=C(C12)SC1=CC=C(C=C1C3=O)C(C)C)=O)CS(=O)(=O)[O-],CC(C)c1ccc2sc3c4c(ccc3c(=O)c2c1)C(=O)N(OS(C)(=O)=O)C4=O,CC(C)c1ccc2sc3c4c(ccc3c(=O)c2c1)C(=O)N(CS(=O)(=O)O)C4=O
884,[C-]#[N+]/C=C/CCCC(=O)SC(C)(C)C,S-tert-butyl(E)-6-isocyanohex-5-enethioate,C(C)(C)(C)S=C(CCC\C=C\[N+]#[C-])[O-],[C-]#[N+]/C=C/CCCC(=O)SC(C)(C)C,[C-]#[N+]/C=C/CCCC(=O)[SH2]C(C)(C)C
938,COC1(C(F)(F)F)CC2(C1)NC(=O)C(CC1CCCC1)CNC2=O,"8-(cyclopentylmethyl)-2-methoxy-2-(trifluoromethyl)-5,10-diazaspiro[3.6]decane-6,11-dione",,COC1(C(F)(F)F)CC2(C1)NC(=O)C(CC1CCCC1)CNC2=O,
995,CC(=O)SC1CCCC1CCCN,S-[2-(3-aminopropyl)cyclopentyl]ethanethioate,NCCCC1C(CCC1)S=C(C)[O-],CC(=O)SC1CCCC1CCCN,CC(=O)[SH2]C1CCCC1CCCN
1044,COCCCCC(=O)NCC(CNC(=O)CCCCOC)OP(=O)(O)OCCC#N,"1,3-bis(5-methoxypentanoylamino)propan-2-yl2-cyanoethylhydrogenphosphate",COCCCCC(=O)NCC(CNC(CCCCOC)=O)C(COP(=O)([O-])[O-])C#N,COCCCCC(=O)NCC(CNC(=O)CCCCOC)OP(=O)(O)OCCC#N,COCCCCC(=O)NCC(CNC(=O)CCCCOC)C(C#N)COP(=O)(O)O
1063,CC(=O)c1ccc(OS(=O)(=O)Cc2ccon2)cc1,"(4-acetylphenyl)1,2-oxazol-3-ylmethanesulfonate",C(C)(=O)C1=CC=C(C=C1)C(S(=O)(=O)[O-])C1=NOC=C1,CC(=O)c1ccc(OS(=O)(=O)Cc2ccon2)cc1,CC(=O)c1ccc(C(c2ccon2)S(=O)(=O)O)cc1
1157,Cc1ccc2c(c1)C=C1c3sc4cc5ccc(C)cc5cc4c3SC1(C)C2,"6,16,21-trimethyl-12,24-dithiahexacyclo[11.11.0.02,11.04,9.014,23.016,21]tetracosa-1(13),2(11),3,5,7,9,14(23),15,17,19-decaene",,Cc1ccc2c(c1)C=C1c3sc4cc5ccc(C)cc5cc4c3SC1(C)C2,
1161,Cc1ccc(NC(=O)ON=C2CCCCC2)c(C)c1,"(cyclohexylideneamino)N-(2,4-dimethylphenyl)carbamate",C1(CCCCC1)=NN(C([O-])=O)C1=C(C=C(C=C1)C)C,Cc1ccc(NC(=O)ON=C2CCCCC2)c(C)c1,Cc1ccc(N(N=C2CCCCC2)C(=O)O)c(C)c1
1242,CC(C)NP(=O)(OCCSC=O)OCC1OC(n2cnc3c(=O)[nH]c(N)nc32)C(C)(O)C1O,"S-[2-[[5-(2-amino-6-oxo-1H-purin-9-yl)-3,4-dihydroxy-4-methyloxolan-2-yl]methoxy-(propan-2-ylamino)phosphoryl]oxyethyl]methanethioate",NC=1NC(C=2N=CN(C2N1)C1C(C(C(O1)COP(=O)(NC(C)C)OCCS=C[O-])O)(C)O)=O,CC(C)NP(=O)(OCCSC=O)OCC1OC(n2cnc3c(=O)[nH]c(N)nc32)C(C)(O)C1O,CC(C)NP(=O)(OCC[SH2]C=O)OCC1OC(n2cnc3c(=O)[nH]c(N)nc32)C(C)(O)C1O
1281,Cc1ccccc1CNCCCN1C(=O)c2ccccc2Sc2ccccc21,"5-[3-[(2-methylphenyl)methylamino]propyl]benzo[b][1,4]benzothiazepin-6-one",CC1=C(C=CC=C1)CNCCCS1C2C(N=CC3=C1C=CC=C3)=CC=CC2=O,Cc1ccccc1CNCCCN1C(=O)c2ccccc2Sc2ccccc21,Cc1ccccc1CNCCC[SH]1c2ccccc2C=Nc2cccc(O)c21
1332,C[C@H]([C@H](O)C1CCCCC1)[C@@H](O)c1ccccc1,"(1R,2S,3R)-1-cyclohexyl-2-methyl-3-phenylpropane-1,3-diol",C1(CCCCC1)[C@H]([C@@H]([C@@H](O)C1=CC=CC=C1)C)O,C[C@H]([C@H](O)C1CCCCC1)[C@@H](O)c1ccccc1,C[C@@H]([C@H](O)C1CCCCC1)[C@@H](O)c1ccccc1
1383,CC(=O)SC1CC(=O)N(c2ccc(NC(=O)C(C)(C)C)cc2)C1,"S-[1-[4-(2,2-dimethylpropanoylamino)phenyl]-5-oxopyrrolidin-3-yl]ethanethioate",CC(C(=O)NC1=CC=C(C=C1)N1CC(CC1=O)S=C(C)[O-])(C)C,CC(=O)SC1CC(=O)N(c2ccc(NC(=O)C(C)(C)C)cc2)C1,CC(=O)[SH2]C1CC(=O)N(c2ccc(NC(=O)C(C)(C)C)cc2)C1
1399,COOP1(=O)ONC(C)(C)C(=O)Oc2cc(F)ccc2O1,"9-fluoro-4,4-dimethyl-2-methylperoxy-2-oxo-3H-1,6,3,2λ5-benzodioxazaphosphocin-5-one",FC1=CC2=C(OC(C(NP(O2)(=O)OOC)(C)C)=O)C=C1,COOP1(=O)ONC(C)(C)C(=O)Oc2cc(F)ccc2O1,COOP1(=O)NC(C)(C)C(=O)Oc2ccc(F)cc2O1
1487,COc1ccc(SC(F)[C@@H]2C[C@@H](OC(C)=O)[C@H](n3cnc4c(N)ncnc43)O2)cc1,"[(2R,3R,5S)-2-(6-aminopurin-9-yl)-5-[fluoro-(4-methoxyphenyl)sulfanylmethyl]oxolan-3-yl]acetate",NC1=C2N=CN(C2=NC=N1)[C@@H]1O[C@@H](C[C@@H]1CC(=O)[O-])C(SC1=CC=C(C=C1)OC)F,COc1ccc(SC(F)[C@@H]2C[C@@H](OC(C)=O)[C@H](n3cnc4c(N)ncnc43)O2)cc1,COc1ccc(SC(F)[C@@H]2C[C@H](CC(=O)O)[C@H](n3cnc4c(N)ncnc43)O2)cc1
1508,CCOC(=O)OC1CC(C)CN1C(=O)Cc1c(Cl)cc(Cl)cc1Cl,"ethyl[4-methyl-1-[2-(2,4,6-trichlorophenyl)acetyl]pyrrolidin-2-yl]carbonate",,CCOC(=O)OC1CC(C)CN1C(=O)Cc1c(Cl)cc(Cl)cc1Cl,
