index,smiles,name,opsin_smiles,std_original,std_opsin
55,CC(C)(C(=O)NC[C@H]1[C@@H]2CN(C(=O)Cc3cnco3)C[C@H]12)c1ccncc1,"2-methyl-N-(((1R,5S,6r)-3-(2-(1,3-oxazol-5-yl)-acetyl)-3-azabicyclo[3.1.0]hexan-6-yl)methyl)-2-(pyridin-4-yl)propanamide",,CC(C)(C(=O)NC[C@@H]1[C@H]2CN(C(=O)Cc3cnco3)C[C@@H]12)c1ccncc1,
69,C[C@H]1C[C@@H](C)[C@@H]1C(=O)NC1(C)CCN(C(=O)c2coc(C(C)(C)C)n2)CC1,"(1r,2R,4S)-N-(1-((2-(tert-butyl)-1,3-oxazol-4-yl)carbonyl)-4-methylpiperidin-4-yl)-2,4-dimethylcyclobutanecarboxamide",,C[C@@H]1C[C@H](C)C1C(=O)NC1(C)CCN(C(=O)c2coc(C(C)(C)C)n2)CC1,
186,CC1=C(C(=O)N2C[C@H]3[C@H](CNC(=O)CCCCCNC(N)=O)[C@H]3C2)CCS1(=O)=O,"6-(carbamoylamino)-N-(((1R,5S,6r)-3-((5-methyl-1,1-dioxo-2H,3H-thiophen-4-yl)carbonyl)-3-azabicyclo[3.1.0]hexan-6-yl)methyl)hexanamide",,CC1=C(C(=O)N2C[C@@H]3[C@@H](CNC(=O)CCCCCNC(N)=O)[C@@H]3C2)CCS1(=O)=O,
340,C=CC[C@H](C(=O)N1[C@H]2CC[C@@H]1C[C@@H](NC(=O)COCc1nccn1C)C2)C(C)C,"2-(((1-methyl-1H-imidazol-2-yl)methyl)oxy)-N-((1R,3R,5S)-8-((2S)-1-oxo-2-(propan-2-yl)pent-4-en-1-yl)-8-azabicyclo[3.2.1]octan-3-yl)acetamide",,C=CCC(C(=O)N1[C@@H]2CC[C@H]1C[C@H](NC(=O)COCc1nccn1C)C2)C(C)C,
384,O=C(N[C@@H]1C[C@@H]2CC[C@H](C1)N2C(=O)C12CC(F)(C1)C2)c1cc2c(F)cccc2[nH]1,"4-fluoro-N-((1R,3r,5S)-8-((3-fluorobicyclo[1.1.1]pentan-1-yl)carbonyl)-8-azabicyclo[3.2.1]octan-3-yl)-1H-indole-2-carboxamide",,O=C(N[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)C12CC(F)(C1)C2)c1cc2c(F)cccc2[nH]1,
390,CC1(C)CCN(C(=O)CCSc2ccccc2)C[C@H]1NC(=O)[C@H]1C[C@](F)(CO)C1,"(1s,3R)-N-((3S)-4,4-dimethyl-1-(1-oxo-3-(phenylsulfanyl)propyl)piperidin-3-yl)-3-fluoro-3-(hydroxymethyl)cyclobutanecarboxamide",,CC1(C)CCN(C(=O)CCSc2ccccc2)C[C@H]1NC(=O)C1CC(F)(CO)C1,
410,Cc1cc(COCC(=O)N[C@H]2C[C@](F)(CNC(=O)COCCCC(C)C)C2)on1,"N-(((1s,3s)-1-fluoro-3-(2-(((3-methyl-1,2-oxazol-5-yl)methyl)oxy)acetamido)cyclobutyl)methyl)-2-((4-methylpentyl)oxy)acetamide",,Cc1cc(COCC(=O)N[C@H]2C[C@](F)(CNC(=O)COCCCC(C)C)C2)on1,
418,Cc1nc[nH]c1C(=O)N1[C@H]2CC[C@@H]1C[C@](O)(CNC(=O)[C@@]13CC[C@@H]1C3)C2,"(1R,4R)-N-(((1R,3s,5S)-3-hydroxy-8-((4-methyl-1H-imidazol-5-yl)carbonyl)-8-azabicyclo[3.2.1]octan-3-yl)methyl)bicyclo[2.1.0]pentane-1-carboxamide",,Cc1[nH]cnc1C(=O)N1[C@@H]2CC[C@H]1C[C@@](O)(CNC(=O)[C@@]13CC[C@@H]1C3)C2,
463,C[C@]1(NC(=O)c2cnc3cccnc3c2)C[C@@H](NC(=O)c2ccc(O)nc2)C1,"N-((1s,3s)-3-(6-hydroxypyridine-3-carboxamido)-1-methylcyclobutyl)-1,5-naphthyridine-3-carboxamide",,C[C@]1(NC(=O)c2cnc3cccnc3c2)C[C@@H](NC(=O)c2ccc(=O)[nH]c2)C1,
490,C[C@]1(CC(=O)NC[C@@H]2C[C@@H]3CC[C@H](C2)N3C(=O)[C@@H]2CC[C@@H]3C[C@@H]3C2)CCCO1,"N-(((1R,3R,5S)-8-(((1R,3R,6R)-bicyclo[4.1.0]heptan-3-yl)carbonyl)-8-azabicyclo[3.2.1]octan-3-yl)methyl)-2-((2R)-2-methyloxolan-2-yl)acetamide",,C[C@]1(CC(=O)NC[C@H]2C[C@H]3CC[C@@H](C2)N3C(=O)C2CC[C@@H]3C[C@@H]3C2)CCCO1,
