index,smiles,name,opsin_smiles,std_original,std_opsin
40,COc1ccccc1[C@@H]1C[C@H]1C(=O)NC[C@](C)(O)CNC(=O)[C@H]1CC[C@H](C)CC1,"(1S,4S)-N-[(2R)-2-hydroxy-3-[[(1R,2R)-2-(2-methoxyphenyl)cyclopropanecarbonyl]amino]-2-methylpropyl]-4-methylcyclohexane-1-carboxamide",,COc1ccccc1[C@@H]1CC1C(=O)NC[C@](C)(O)CNC(=O)C1CCC(C)CC1,
63,C=CCCCCCC(=O)N[C@H]1C[C@H](CCNC(=O)c2sc(CC(C)C)nc2C)C1,"4-methyl-2-(2-methylpropyl)-N-[2-[(1S,3S)-3-(oct-7-enoylamino)cyclobutyl]ethyl]-1,3-thiazole-5-carboxamide",,C=CCCCCCC(=O)N[C@H]1C[C@H](CCNC(=O)c2sc(CC(C)C)nc2C)C1,
88,CSc1cc(N2CCOC[C@H]2C(=O)NC[C@@H]2CNC(=O)CO2)nc(C)n1,(3S)-4-(2-methyl-6-methylsulfanylpyrimidin-4-yl)-N-[[(2S)-5-oxomorpholin-2-yl]methyl]morpholine-3-carboxamide,CC1=NC(=CC(=N1)N1[C@@H](COCC1)C(=O)NC[C@H]1CNC(CO1)=O)SC,CSc1cc(N2CCOCC2C(=O)NC[C@@H]2CNC(=O)CO2)nc(C)n1,CSc1cc(N2CCOCC2C(=O)NC[C@H]2CNC(=O)CO2)nc(C)n1
119,C#CC[C@H](NC(=O)[C@H]1CCC(=O)C1)C(=O)NC[C@H]1C[C@@H]2CCC[C@@H]2C1,"(1S)-N-[(2S)-1-[[(2S,3aS,6aR)-1,2,3,3a,4,5,6,6a-octahydropentalen-2-yl]methylamino]-1-oxopent-4-yn-2-yl]-3-oxocyclopentane-1-carboxamide",,C#CCC(NC(=O)C1CCC(=O)C1)C(=O)NC[C@@H]1C[C@H]2CCC[C@H]2C1,
124,CCc1cccnc1C(=O)NC[C@H](CNC(=O)[C@H]1C[C@](OC)(C(F)F)C1)OC,"N-[(2S)-3-[[(1S,3R)-3-(difluoromethyl)-3-methoxycyclobutanecarbonyl]amino]-2-methoxypropyl]-3-ethylpyridine-2-carboxamide",,CCc1cccnc1C(=O)NC[C@H](CNC(=O)C1CC(OC)(C(F)F)C1)OC,
131,CN(C[C@@]1(O)CCN(C(=O)[C@H]2C[C@H]2F)C1)C(=O)c1ncc(Cl)cc1Cl,"3,5-dichloro-N-[[(3R)-1-[(1R,2R)-2-fluorocyclopropanecarbonyl]-3-hydroxypyrrolidin-3-yl]methyl]-N-methylpyridine-2-carboxamide",ClC=1C(=NC=C(C1)Cl)C(=O)N(C)C[C@]1(CN(CC1)C(=O)[C@@H]1[C@@H](C1)F)O,CN(C[C@@]1(O)CCN(C(=O)C2C[C@H]2F)C1)C(=O)c1ncc(Cl)cc1Cl,CN(C[C@]1(O)CCN(C(=O)C2C[C@H]2F)C1)C(=O)c1ncc(Cl)cc1Cl
163,CCC[C@H](C)CC(=O)N1CC[C@H]2C[C@H]1CN(C(=O)C[C@H]1C[C@@H](OC)C1)C2,"(3S)-1-[(1S,5S)-7-[2-[(1S,3R)-3-methoxycyclobutyl]acetyl]-2,7-diazabicyclo[3.3.1]nonan-2-yl]-3-methylhexan-1-one",,CCC[C@H](C)CC(=O)N1CC[C@H]2C[C@H]1CN(C(=O)C[C@H]1C[C@@H](OC)C1)C2,
169,C#CC[C@]1(C(=O)NC[C@H]2C[C@@H](NC(=O)C3=NN(CCO)C(=O)CC3)C2)CCOC1,"1-(2-hydroxyethyl)-6-oxo-N-[(1R,3S)-3-[[[(3S)-3-prop-2-ynyloxolane-3-carbonyl]amino]methyl]cyclobutyl]-4,5-dihydropyridazine-3-carboxamide",,C#CC[C@]1(C(=O)NC[C@H]2C[C@@H](NC(=O)C3=NN(CCO)C(=O)CC3)C2)CCOC1,
186,O=C(N[C@@H]1CCCCCN(C(=O)[C@H]2C[C@@H]3CC[C@H](C2)[C@@H]3O)C1)c1csc(Cl)n1,"2-chloro-N-[(3R)-1-[(1R,3R,5S,8S)-8-hydroxybicyclo[3.2.1]octane-3-carbonyl]azocan-3-yl]-1,3-thiazole-4-carboxamide",,O=C(N[C@@H]1CCCCCN(C(=O)C2C[C@H]3CC[C@@H](C2)[C@H]3O)C1)c1csc(Cl)n1,
199,Cn1cncc(C(=O)N[C@H]2[C@@H]3CN(C(=O)C4(CC5CC5)CCC4)C[C@@H]32)c1=O,"N-[(1R,5S,6R)-3-[1-(cyclopropylmethyl)cyclobutanecarbonyl]-3-azabicyclo[3.1.0]hexan-6-yl]-1-methyl-6-oxopyrimidine-5-carboxamide",,Cn1cncc(C(=O)N[C@H]2[C@@H]3CN(C(=O)C4(CC5CC5)CCC4)C[C@@H]32)c1=O,
