index,smiles,name,opsin_smiles,std_original,std_opsin
12,COc1cc(C(=O)N[C@H]2C[C@H](NC(=O)COCCC(C)C)C2)c(Cl)cc1Cl,"2,4-dichloro-5-methoxy-N-[(1R,3S)-3-[[2-(3-methylbutoxy)acetyl]amino]cyclobutyl]benzamide",,COc1cc(C(=O)N[C@H]2C[C@H](NC(=O)COCCC(C)C)C2)c(Cl)cc1Cl,
13,CC1(NC(=O)[C@H]2C[C@H](n3cnnc3)C2)CCN(C(=O)[C@H]2CCCCO2)CC1,"(1R,3R)-N-[4-methyl-1-[(2R)-oxane-2-carbonyl]piperidin-4-yl]-3-(1,2,4-triazol-4-yl)cyclobutane-1-carboxamide",,CC1(NC(=O)C2CC(n3cnnc3)C2)CCN(C(=O)C2CCCCO2)CC1,
14,C[C@@H](C#N)C(=O)N1CCC([C@@H](O)C2CCN(C(=O)c3coc(CO)c3)CC2)CC1,(2S)-3-[4-[(S)-hydroxy-[1-[5-(hydroxymethyl)furan-3-carbonyl]piperidin-4-yl]methyl]piperidin-1-yl]-2-methyl-3-oxopropanenitrile,O[C@@H](C1CCN(CC1)C([C@H](C#N)C)=O)C1CCN(CC1)C(=O)C1=COC(=C1)CO,CC(C#N)C(=O)N1CCC([C@@H](O)C2CCN(C(=O)c3coc(CO)c3)CC2)CC1,CC(C#N)C(=O)N1CCC([C@H](O)C2CCN(C(=O)c3coc(CO)c3)CC2)CC1
47,O=C(C[C@H]1[C@@H]2CN(C(=O)c3cccc(=O)o3)C[C@H]12)N[C@@H]1CCn2cncc2C1,"2-[(1R,5S,6R)-3-(6-oxopyran-2-carbonyl)-3-azabicyclo[3.1.0]hexan-6-yl]-N-[(7R)-5,6,7,8-tetrahydroimidazo[1,5-a]pyridin-7-yl]acetamide",,O=C(C[C@@H]1[C@H]2CN(C(=O)c3cccc(=O)o3)C[C@@H]12)N[C@@H]1CCn2cncc2C1,
79,CCc1nocc1C(=O)NC[C@H]1C[C@@H]2CC[C@H](C1)N2C(=O)c1nc(OC)c(C)s1,"3-ethyl-N-[[(1S,3S,5R)-8-(4-methoxy-5-methyl-1,3-thiazole-2-carbonyl)-8-azabicyclo[3.2.1]octan-3-yl]methyl]-1,2-oxazole-4-carboxamide",,CCc1nocc1C(=O)NC[C@@H]1C[C@H]2CC[C@@H](C1)N2C(=O)c1nc(OC)c(C)s1,
80,CC[C@H]1OCCC[C@@H]1C(=O)N[C@H]1C[C@](F)(CNC(=O)CCc2cccs2)C1,"(2R,3S)-2-ethyl-N-[(1S,3R)-3-fluoro-3-[(3-thiophen-2-ylpropanoylamino)methyl]cyclobutyl]oxane-3-carboxamide",,CC[C@H]1OCCCC1C(=O)N[C@H]1C[C@](F)(CNC(=O)CCc2cccs2)C1,
99,C=CCCCCCCCCC(=O)N1C[C@H]2[C@H](CN=c3[nH]c(Cl)nc(C)c3Cl)[C@H]2C1,"1-[(1S,5R,6S)-6-[[(2,5-dichloro-4-methyl-1H-pyrimidin-6-ylidene)amino]methyl]-3-azabicyclo[3.1.0]hexan-3-yl]undec-10-en-1-one",,C=CCCCCCCCCC(=O)N1C[C@@H]2[C@@H](CNc3nc(Cl)nc(C)c3Cl)[C@@H]2C1,
127,O=C(O)[C@H]1N(C(=O)CCCCn2cc(-c3cccs3)nn2)C[C@@]12CC2(F)F,"(3R,6S)-2,2-difluoro-5-[5-(4-thiophen-2-yltriazol-1-yl)pentanoyl]-5-azaspiro[2.3]hexane-6-carboxylicacid",FC1(C[C@]12CN([C@@H]2C(=O)O)C(CCCCN2N=NC(=C2)C=2SC=CC2)=O)F,O=C(O)C1N(C(=O)CCCCn2cc(-c3cccs3)nn2)C[C@@]12CC2(F)F,O=C(O)C1N(C(=O)CCCCn2cc(-c3cccs3)nn2)C[C@]12CC2(F)F
135,CC[C@H](C)[C@H](CO)CNC(=O)[C@@](F)(CNC(=O)[C@@H]1[C@H]2COC[C@H]21)C(C)C,"(1R,5S,6S)-N-[(2S)-2-fluoro-2-[[(2S,3S)-2-(hydroxymethyl)-3-methylpentyl]carbamoyl]-3-methylbutyl]-3-oxabicyclo[3.1.0]hexane-6-carboxamide",,CC[C@H](C)[C@H](CO)CNC(=O)[C@@](F)(CNC(=O)C1[C@H]2COC[C@@H]12)C(C)C,
144,O=C(Cc1ccccc1Cl)NC1CCC(NC(=O)[C@@H]2[C@H]3CCC[C@H]32)CC1,"(1R,5S,6R)-N-[4-[[2-(2-chlorophenyl)acetyl]amino]cyclohexyl]bicyclo[3.1.0]hexane-6-carboxamide",,O=C(Cc1ccccc1Cl)NC1CCC(NC(=O)C2[C@H]3CCC[C@@H]23)CC1,
170,CSC1(C(=O)N[C@H]2C[C@@H](NC(=O)[C@H]3C[C@@H](C(F)(F)F)CO3)C2)CC1,"(2R,4R)-N-[(1R,3S)-3-[(1-methylsulfanylcyclopropanecarbonyl)amino]cyclobutyl]-4-(trifluoromethyl)oxolane-2-carboxamide",,CSC1(C(=O)N[C@H]2C[C@@H](NC(=O)C3C[C@@H](C(F)(F)F)CO3)C2)CC1,
208,COC1(C(F)(F)C(=O)N[C@H]2C[C@H](NC(=O)C3CC4(CCC4)C3)C2)CCC1,"N-[(1S,3S)-3-[[2,2-difluoro-2-(1-methoxycyclobutyl)acetyl]amino]cyclobutyl]spiro[3.3]heptane-2-carboxamide",,COC1(C(F)(F)C(=O)N[C@H]2C[C@H](NC(=O)C3CC4(CCC4)C3)C2)CCC1,
209,CC1(CNC(=O)C2=C(Cl)CCOC2)CCC(NC(=O)[C@]23CSC[C@@H]2C3)CC1,"4-chloro-N-[[1-methyl-4-[[(1S,5R)-3-thiabicyclo[3.1.0]hexane-1-carbonyl]amino]cyclohexyl]methyl]-3,6-dihydro-2H-pyran-5-carboxamide",ClC=1CCOCC1C(=O)NCC1(CCC(CC1)NC(=O)[C@]12CSC[C@@H]2C1)C,CC1(CNC(=O)C2=C(Cl)CCOC2)CCC(NC(=O)[C@]23CSC[C@@H]2C3)CC1,CC1(CNC(=O)C2=C(Cl)CCOC2)CCC(NC(=O)[C@@]23CSC[C@@H]2C3)CC1
217,CC(C)CC(=O)N[C@H]1CCCC[C@@H]1CNC(=O)[C@H]1C[C@@H](n2cnnc2)C1,"(1R,3S)-N-[[(1R,2S)-2-(3-methylbutanoylamino)cyclohexyl]methyl]-3-(1,2,4-triazol-4-yl)cyclobutane-1-carboxamide",,CC(C)CC(=O)N[C@H]1CCCC[C@@H]1CNC(=O)C1CC(n2cnnc2)C1,
220,CC(C)(C#N)CCC(=O)N[C@H]1[C@@H]2CN(C(=O)C3(CS(C)(=O)=O)COC3)C[C@@H]21,"4-cyano-4-methyl-N-[(1R,5S,6R)-3-[3-(methylsulfonylmethyl)oxetane-3-carbonyl]-3-azabicyclo[3.1.0]hexan-6-yl]pentanamide",,CC(C)(C#N)CCC(=O)N[C@H]1[C@@H]2CN(C(=O)C3(CS(C)(=O)=O)COC3)C[C@@H]21,
228,CN(C[C@H]1[C@@H]2CN(C(=O)CCS(C)(=O)=O)C[C@H]12)C(=O)CCn1cnnn1,"N-methyl-N-[[(1R,5S,6S)-3-(3-methylsulfonylpropanoyl)-3-azabicyclo[3.1.0]hexan-6-yl]methyl]-3-(tetrazol-1-yl)propanamide",,CN(C[C@@H]1[C@H]2CN(C(=O)CCS(C)(=O)=O)C[C@@H]12)C(=O)CCn1cnnn1,
231,CN=c1[nH]cc(C(=O)N2[C@H]3CC[C@@H]2C[C@H](NC(=O)C[C@@H](C)c2cnn(C)c2)C3)s1,"(3R)-N-[(1S,3R,5R)-8-(2-methylimino-3H-1,3-thiazole-5-carbonyl)-8-azabicyclo[3.2.1]octan-3-yl]-3-(1-methylpyrazol-4-yl)butanamide",,CNc1ncc(C(=O)N2[C@@H]3CC[C@H]2C[C@@H](NC(=O)C[C@@H](C)c2cnn(C)c2)C3)s1,
238,COc1cccc(CC(=O)N2C[C@H]3CC[C@@H](C2)[C@@H]3C(=O)N[C@@H](C)c2cn[nH]c2)c1,"(1R,5S,8S)-3-[2-(3-methoxyphenyl)acetyl]-N-[(1S)-1-(1H-pyrazol-4-yl)ethyl]-3-azabicyclo[3.2.1]octane-8-carboxamide",,COc1cccc(CC(=O)N2C[C@H]3CC[C@@H](C2)C3C(=O)N[C@@H](C)c2cn[nH]c2)c1,
259,COc1ccc(OC)c(C(=O)N[C@H]2C[C@@H](NC(=O)[C@]34C[C@H]3[C@H](C)C4)C2)c1N,"(1R,3R,4S)-N-[(1S,3R)-3-[(2-amino-3,6-dimethoxybenzoyl)amino]cyclobutyl]-3-methylbicyclo[2.1.0]pentane-1-carboxamide",,COc1ccc(OC)c(C(=O)N[C@H]2C[C@@H](NC(=O)[C@@]34C[C@@H](C)[C@@H]3C4)C2)c1N,
264,CC[C@H](CC(=O)NC[C@@]1(CNC(=O)[C@@H]2CC[C@H](C)O2)CC1(F)F)C(F)F,"(2S,5S)-N-[[(1S)-1-[[[(3R)-3-(difluoromethyl)pentanoyl]amino]methyl]-2,2-difluorocyclopropyl]methyl]-5-methyloxolane-2-carboxamide",FC([C@@H](CC(=O)NC[C@]1(C(C1)(F)F)CNC(=O)[C@H]1O[C@H](CC1)C)CC)F,CC[C@H](CC(=O)NC[C@@]1(CNC(=O)C2CC[C@H](C)O2)CC1(F)F)C(F)F,CC[C@H](CC(=O)NC[C@]1(CNC(=O)C2CC[C@H](C)O2)CC1(F)F)C(F)F
266,C#CCCOCC(=O)NC1CC2(C1)CN(C(=O)[C@@H]1[C@H]3CCCCC[C@H]31)C2,"N-[2-[(1R,7S,8R)-bicyclo[5.1.0]octane-8-carbonyl]-2-azaspiro[3.3]heptan-6-yl]-2-but-3-ynoxyacetamide",,C#CCCOCC(=O)NC1CC2(C1)CN(C(=O)C1[C@H]3CCCCC[C@@H]13)C2,
273,CN1C[C@@H](F)C[C@H]1C(=O)N1C[C@H]2[C@H](NC(=O)C3CC4(CCCC4)C3)[C@H]2C1,"N-[(1R,5S,6R)-3-[(2S,4S)-4-fluoro-1-methylpyrrolidine-2-carbonyl]-3-azabicyclo[3.1.0]hexan-6-yl]spiro[3.4]octane-2-carboxamide",,CN1C[C@@H](F)CC1C(=O)N1C[C@@H]2[C@H](C1)[C@H]2NC(=O)C1CC2(CCCC2)C1,
281,Cn1cc(C[C@H](O)C(=O)N[C@H]2C[C@H](CNC(=O)[C@H]3Cc4nncn4C3)C2)cn1,"(6S)-N-[[(1S,3S)-3-[[(2S)-2-hydroxy-3-(1-methylpyrazol-4-yl)propanoyl]amino]cyclobutyl]methyl]-6,7-dihydro-5H-pyrrolo[2,1-c][1,2,4]triazole-6-carboxamide",,Cn1cc(CC(O)C(=O)N[C@H]2C[C@H](CNC(=O)C3Cc4nncn4C3)C2)cn1,
296,C[C@@H](CCNC(=O)[C@]1(C)CCCCNC1=O)N=c1[nH]ccc(C#N)c1[N+](=O)[O-],(3S)-N-[(3S)-3-[(4-cyano-3-nitro-1H-pyridin-2-ylidene)amino]butyl]-3-methyl-2-oxoazepane-3-carboxamide,C(#N)C1=C(C(NC=C1)=N[C@H](CCNC(=O)[C@@]1(C(NCCCC1)=O)C)C)[N+](=O)[O-],C[C@@H](CCNC(=O)[C@]1(C)CCCCNC1=O)Nc1nccc(C#N)c1[N+](=O)[O-],C[C@@H](CCNC(=O)[C@@]1(C)CCCCNC1=O)Nc1nccc(C#N)c1[N+](=O)[O-]
298,C[C@H]1C[C@@H](CN=c2cc(Cl)nc(C3CC3)[nH]2)CN1C(=O)c1cnc2[nH]ccc2n1,"[(2S,4R)-4-[[(4-chloro-2-cyclopropyl-1H-pyrimidin-6-ylidene)amino]methyl]-2-methylpyrrolidin-1-yl]-(5H-pyrrolo[2,3-b]pyrazin-2-yl)methanone",ClC=1N=C(NC(C1)=NC[C@H]1C[C@@H](N(C1)C(=O)C=1N=C2C(=NC1)NC=C2)C)C2CC2,C[C@H]1C[C@@H](CNc2cc(Cl)nc(C3CC3)n2)CN1C(=O)c1cnc2[nH]ccc2n1,C[C@H]1C[C@H](CNc2cc(Cl)nc(C3CC3)n2)CN1C(=O)c1cnc2[nH]ccc2n1
320,CC(=O)OC1(C(=O)NCc2ocnc2C(=O)NCC2(CO)CCCC2)CC1,"[1-[[4-[[1-(hydroxymethyl)cyclopentyl]methylcarbamoyl]-1,3-oxazol-5-yl]methylcarbamoyl]cyclopropyl]acetate",OCC1(CCCC1)CNC(=O)C=1N=COC1CNC(=O)C1(CC1)CC(=O)[O-],CC(=O)OC1(C(=O)NCc2ocnc2C(=O)NCC2(CO)CCCC2)CC1,O=C(O)CC1(C(=O)NCc2ocnc2C(=O)NCC2(CO)CCCC2)CC1
