index,smiles,name,opsin_smiles,std_original,std_opsin
0,O=C(N[C@H]1CC[C@H](C(=O)Nc2ccc(O)cc2Cl)CC1)c1c(Cl)cc(Br)cc1Cl,"4-bromo-2,6-dichloro-N-[(1S,4S)-4-[(2-chloro-4-hydroxyphenyl)carbamoyl]cyclohexyl]benzamide",,O=C(NC1CCC(C(=O)Nc2ccc(O)cc2Cl)CC1)c1c(Cl)cc(Br)cc1Cl,
37,C[C@@H](C(=O)NC[C@H]1CC[C@H](N(C)C(=O)c2cc(CF)on2)CC1)S(C)(=O)=O,"5-(fluoromethyl)-N-methyl-N-[(1S,4S)-4-[[[(2S)-2-methylsulfonylpropanoyl]amino]methyl]cyclohexyl]-1,2-oxazole-3-carboxamide",,CC(C(=O)NC[C@H]1CC[C@H](N(C)C(=O)c2cc(CF)on2)CC1)S(C)(=O)=O,
44,C[C@@H]1[C@H](C(=O)NCC[C@H](O)CNC(=O)c2cc(N(C)C)ccc2Br)[C@@H]1C,"2-bromo-5-(dimethylamino)-N-[(2S)-4-[[(1R,2S,3R)-2,3-dimethylcyclopropanecarbonyl]amino]-2-hydroxybutyl]benzamide",,C[C@@H]1C(C(=O)NCC[C@H](O)CNC(=O)c2cc(N(C)C)ccc2Br)[C@@H]1C,
90,C[C@@H](CCN(C)C(=O)c1ccc(C(F)F)cc1)NC(=O)[C@]12C[C@H]1Cc1c[nH]nc12,"(2R,4S)-N-[(2S)-4-[[4-(difluoromethyl)benzoyl]-methylamino]butan-2-yl]-8,9-diazatricyclo[4.3.0.02,4]nona-1(9),6-diene-2-carboxamide",FC(C1=CC=C(C(=O)N(CC[C@H](C)NC(=O)[C@]23C4=NNC=C4C[C@H]3C2)C)C=C1)F,C[C@@H](CCN(C)C(=O)c1ccc(C(F)F)cc1)NC(=O)[C@]12C[C@H]1Cc1c[nH]nc12,C[C@@H](CCN(C)C(=O)c1ccc(C(F)F)cc1)NC(=O)[C@]12C[C@@H]1Cc1c[nH]nc12
107,CC[C@H]1CC[C@H](NC(=NCC(C)C)NCC(C)(C)C(=O)NC)CC1,"3-[[N-[(1S,4S)-4-ethylcyclohexyl]-N'-(2-methylpropyl)carbamimidoyl]amino]-N,2,2-trimethylpropanamide",,CC[C@H]1CC[C@H](N=C(NCC(C)C)NCC(C)(C)C(=O)NC)CC1,
109,CC=CC(=O)N1CC[C@H](CNC(=O)C(Cc2cccc(Cl)c2)=NO)[C@H](C)C1,"N-[[(3S,4R)-1-but-2-enoyl-3-methylpiperidin-4-yl]methyl]-3-(3-chlorophenyl)-2-hydroxyiminopropanamide",C(C=CC)(=O)N1C[C@H]([C@@H](CC1)CNC(C(CC1=CC(=CC=C1)Cl)=NO)=O)C,CC=CC(=O)N1CC[C@H](CNC(=O)C(Cc2cccc(Cl)c2)=NO)[C@H](C)C1,CC=CC(=O)N1CC[C@@H](CNC(=O)C(Cc2cccc(Cl)c2)=NO)[C@H](C)C1
121,CN(C[C@@H]1CCN(C(=O)C2CC(C)(C)C2)C1)C(=O)C(C)(C)CN1CCOCC1,"N-[[(3R)-1-(3,3-dimethylcyclobutanecarbonyl)pyrrolidin-3-yl]methyl]-N,2,2-trimethyl-3-morpholin-4-ylpropanamide",CC1(CC(C1)C(=O)N1C[C@H](CC1)CN(C(C(CN1CCOCC1)(C)C)=O)C)C,CN(C[C@@H]1CCN(C(=O)C2CC(C)(C)C2)C1)C(=O)C(C)(C)CN1CCOCC1,CN(C[C@H]1CCN(C(=O)C2CC(C)(C)C2)C1)C(=O)C(C)(C)CN1CCOCC1
162,CC12CC(C(=O)N[C@H]3C[C@@H](NC(=O)Cc4cccnc4Br)C3)(C1)C2,"N-[(1R,3R)-3-[[2-(2-bromopyridin-3-yl)acetyl]amino]cyclobutyl]-3-methylbicyclo[1.1.1]pentane-1-carboxamide",,CC12CC(C(=O)N[C@H]3C[C@@H](NC(=O)Cc4cccnc4Br)C3)(C1)C2,
171,CC1=NO[C@@H](CC(=O)N2CC[C@@H]3CCN(C(=O)c4sc5cncn5c4C)C[C@@H]32)C1,"1-[(3aR,7aR)-6-(3-methylimidazo[5,1-b][1,3]thiazole-2-carbonyl)-3,3a,4,5,7,7a-hexahydro-2H-pyrrolo[2,3-c]pyridin-1-yl]-2-[(5R)-3-methyl-4,5-dihydro-1,2-oxazol-5-yl]ethanone",CC=1N2C(SC1C(=O)N1C[C@H]3[C@H](CC1)CCN3C(C[C@H]3CC(=NO3)C)=O)=CN=C2,CC1=NO[C@@H](CC(=O)N2CC[C@@H]3CCN(C(=O)c4sc5cncn5c4C)C[C@@H]32)C1,CC1=NO[C@@H](CC(=O)N2CC[C@H]3CCN(C(=O)c4sc5cncn5c4C)C[C@@H]32)C1
175,CN(C(=O)C1CC1)[C@H]1C[C@@H]2CC[C@H](C1)N2C(=O)c1nc[nH]c1C(C)(C)C,"N-[(1S,3S,5R)-8-(5-tert-butyl-1H-imidazole-4-carbonyl)-8-azabicyclo[3.2.1]octan-3-yl]-N-methylcyclopropanecarboxamide",,CN(C(=O)C1CC1)[C@@H]1C[C@H]2CC[C@@H](C1)N2C(=O)c1[nH]cnc1C(C)(C)C,
