index,smiles,name,opsin_smiles,std_original,std_opsin
119,C#CC[C@H](NC(=O)[C@H]1CCC(=O)C1)C(=O)NC[C@H]1C[C@@H]2CCC[C@@H]2C1,"(1S)-N-((2S)-1-((((2s,3aR,6aS)-octahydropentalen-2-yl)methyl)amino)-1-oxopent-4-yn-2-yl)-3-oxocyclopentanecarboxamide",,C#CCC(NC(=O)C1CCC(=O)C1)C(=O)NC[C@@H]1C[C@H]2CCC[C@H]2C1,
186,O=C(N[C@@H]1CCCCCN(C(=O)[C@H]2C[C@@H]3CC[C@H](C2)[C@@H]3O)C1)c1csc(Cl)n1,"2-chloro-N-((3R)-1-(((1R,3s,5S,8R)-8-hydroxybicyclo[3.2.1]octan-3-yl)carbonyl)azocan-3-yl)-1,3-thiazole-4-carboxamide",,O=C(N[C@@H]1CCCCCN(C(=O)C2C[C@H]3CC[C@@H](C2)[C@H]3O)C1)c1csc(Cl)n1,
199,Cn1cncc(C(=O)N[C@H]2[C@@H]3CN(C(=O)C4(CC5CC5)CCC4)C[C@@H]32)c1=O,"N-((1R,5S,6s)-3-((1-(cyclopropylmethyl)cyclobutyl)carbonyl)-3-azabicyclo[3.1.0]hexan-6-yl)-1-methyl-6-oxo-1H-pyrimidine-5-carboxamide",,Cn1cncc(C(=O)N[C@H]2[C@@H]3CN(C(=O)C4(CC5CC5)CCC4)C[C@@H]32)c1=O,
210,O=C(COc1ccccc1C(F)(F)F)N1CC(CNC(=O)[C@H]2C[C@](F)(CO)C2)C1,"(1s,3s)-3-fluoro-3-(hydroxymethyl)-N-((1-(1-oxo-2-((2-(trifluoromethyl)phenyl)oxy)ethyl)azetidin-3-yl)methyl)cyclobutanecarboxamide",,O=C(NCC1CN(C(=O)COc2ccccc2C(F)(F)F)C1)C1CC(F)(CO)C1,
307,Cc1cc2c(cc1C)O[C@@H](C(=O)N[C@H]1[C@@H]3CN(C(=O)COCCC(C)C)C[C@@H]31)C2,"(2R)-5,6-dimethyl-N-((1R,5S,6s)-3-(2-((3-methylbutyl)oxy)-acetyl)-3-azabicyclo[3.1.0]hexan-6-yl)-2,3-dihydro-1-benzofuran-2-carboxamide",,Cc1cc2c(cc1C)OC(C(=O)N[C@H]1[C@@H]3CN(C(=O)COCCC(C)C)C[C@@H]31)C2,
336,C=CCC(C)(C)C(=O)NC[C@H]1C[C@@H]2CC[C@H](C1)N2C(=O)CS(=O)(=O)NC,"2,2-dimethyl-N-(((1R,3s,5S)-8-(2-(methylsulfamoyl)-acetyl)-8-azabicyclo[3.2.1]octan-3-yl)methyl)pent-4-enamide",,C=CCC(C)(C)C(=O)NC[C@@H]1C[C@H]2CC[C@@H](C1)N2C(=O)CS(=O)(=O)NC,
408,C#C[C@H]1C[C@H]1C(=O)N[C@H]1[C@@H]2CN(C(=O)c3c(C)cc(C)c(Br)c3C)C[C@@H]21,"(1R,2S)-N-((1R,5S,6s)-3-((3-bromo-2,4,6-trimethylphenyl)carbonyl)-3-azabicyclo[3.1.0]hexan-6-yl)-2-(ethynyl)cyclopropanecarboxamide",,C#C[C@H]1CC1C(=O)N[C@H]1[C@@H]2CN(C(=O)c3c(C)cc(C)c(Br)c3C)C[C@@H]21,
414,Cn1cc(CC(=O)NC[C@H]2C[C@@](F)(CNC(=O)CCC34CCC(CC3)C4)C2)cn1,"3-(bicyclo[2.2.1]heptan-1-yl)-N-(((1r,3r)-1-fluoro-3-((2-(1-methyl-1H-pyrazol-4-yl)acetamido)methyl)cyclobutyl)methyl)propanamide",,Cn1cc(CC(=O)NC[C@H]2C[C@@](F)(CNC(=O)CCC34CCC(CC3)C4)C2)cn1,
455,Cn1ncc2ccc(C(=O)N[C@@H]3[C@H]4C[C@H](NC(=O)[C@@H]5CCNC5=O)C[C@H]43)cc21,"1-methyl-N-((1R,3s,5S,6R)-3-((3R)-2-oxopyrrolidine-3-carboxamido)bicyclo[3.1.0]hexan-6-yl)-1H-indazole-6-carboxamide",,Cn1ncc2ccc(C(=O)N[C@H]3[C@@H]4C[C@@H](NC(=O)C5CCNC5=O)C[C@@H]43)cc21,
492,C[C@H]1C(C(=O)N[C@@H]2[C@H]3C[C@@H](NC(=O)[C@@H](C)N4CCC4)C[C@H]32)=NO[C@@H]1C,"(4S,5R)-N-((1R,3S,5S,6R)-3-((2R)-2-(azetidin-1-yl)propanamido)bicyclo[3.1.0]hexan-6-yl)-4,5-dimethyl-4,5-dihydro-1,2-oxazole-3-carboxamide",,CC(C(=O)N[C@H]1C[C@@H]2[C@H](C1)[C@H]2NC(=O)C1=NO[C@H](C)[C@H]1C)N1CCC1,
581,Cn1cnc2cc(CC(=O)N3[C@H]4CC[C@@H]3C[C@@H](CNC(=O)C3=CCC3)C4)ccc21,"N-(((1R,3s,5S)-8-(2-(1-methyl-1H-benzimidazol-5-yl)-acetyl)-8-azabicyclo[3.2.1]octan-3-yl)methyl)cyclobut-1-ene-1-carboxamide",,Cn1cnc2cc(CC(=O)N3[C@@H]4CC[C@H]3C[C@H](CNC(=O)C3=CCC3)C4)ccc21,
